file_name,chunk_index,heading,snippet
cuad_011.pdf,10,8.5 EFFECTS OF TERMINATION. Upon expiration or termination,"of this Agreement for any reason: (a) all rights granted herein shall terminate, (b) i-Escrow shall pay all amounts owed to 2TheMart within six (6) weeks of termination, and (c) each party shall remove the other party's content and Marks from their servers. Notwithstanding the foregoing, unless this Agreement was terminated for a material breach, all provisions of this Agreement shall survive to t"
cuad_011.pdf,11,--- PAGE BREAK ---,"Content and or the Services provided to Customers. The foregoing obligations are conditioned on the Indemnified Party: (i) giving the Indemnifying Party notice of the relevant claim, (ii) cooperating with the Indemnifying Party, at the Indemnifying Party's expense, in the defense of such claim, and (iii) giving the Indemnifying Party the right to control the defense and settlement of any such clai"
cuad_011.pdf,12,12.1 GOVERNING LAW. This Agreement will be governed,"and construed in accordance with the laws of the State of California without giving effect to conflict of laws principles. Both parties submit to personal jurisdiction in California and further agree that any cause of action arising under this Agreement shall be brought in a court in Orange County, California.    --- 12.2 SEVERABILITY; HEADINGS. If any provision herein is held ---  to be invalid o"
cuad_011.pdf,13,--- PAGE BREAK ---,"request shall be made no less than three (3) business days prior to the requested release date. A party shall not unreasonably withhold or delay the granting of its approval of such materials, and such approval shall be provided to the other party within one (1) business day of receipt    --- 12.4 FORCE MAJEURE. Except as otherwise provided, if performance ---  hereunder (other than payment) is pr"
cuad_011.pdf,14,12.5 INDEPENDENT CONTRACTORS. The parties are independent,"contractors, and no agency, partnership, joint venture, employeeemployer or franchisor-franchisee relationship is intended or created by this Agreement. Neither party shall make any warranties or representations on behalf of the other party.    --- 12.6 NOTICE. Any notices hereunder shall be given to the ---  appropriate party at the address specified below or at such other address as the party sh"
cuad_011.pdf,15,12.8 GOOD FAITH. The parties agree to act in good faith with,respect to each provision of this Agreement and any dispute that may arise related hereto.    --- 12.9 ADDITIONAL DOCUMENTS/INFORMATION. The parties agree to ---  sign and/or provide such additional documents and/or information as may reasonably be required to carry out the intent of this Agreement and to effectuate its purposes.    --- 12.10 RIGHTS AND REMEDIES CUMULATIVE. The rights and remedies
cuad_011.pdf,16,"2THEMART.COM, INC.: I-ESCROW, INC.:",By:/s/Dominic J. Magliarditi By:/s/Sanjay Bajaj Name: Dominic J. Magliarditi Name: Sanjay Bajaj Title: President Title: VP Business Development Date: 6/21/99 Date: 6/11/99    --- ESCROW SERVICES DESCRIPTION ---  Successful completion of a transaction involves exchange of merchandise with payment. The buyer has to be satisfied he/she received what they thought they were getting and the seller has t
cuad_012.pdf,0,Document Start,"Execution Copy    --- CO-BRANDING AND SERVICES AGREEMENT ---  Co-Branding and Services Agreement, effective as of October 1, 1999 (this ""Agreement""), between RSL COM PrimeCall, Inc. , a Delaware corporation (""PrimeCall""), and deltathree.com, Inc. (formerly known as Delta Three, Inc.), a Delaware corporation (""DeltaThree"").    --- W I T N E S S E T H : ---  WHEREAS, PrimeCall is a leading provider "
cuad_012.pdf,1,ARTICLE I [Term],"Term  Section 1.01. Term. The term of this Agreement shall be effective as of the date first stated above and shall continue for a term of three (3) years, unless terminated earlier in accordance with the provisions of this Agreement (the ""Term""); provided, however, that PrimeCall may elect to terminate this Agreement, upon thirty (30) days' written notice, at any time from and after the time that"
cuad_012.pdf,2,ARTICLE III [Services Provided by PrimeCall],"Services Provided by PrimeCall  Section 3.01 [Printing of Calling Cards] . Printing of Calling Cards. PrimeCall shall negotiate and Source: DELTATHREE INC, S-1/A, 11/2/1999    --- --- PAGE BREAK --- ---  contract on behalf of DeltaThree for the printing of the Calling Cards. PrimeCall will afford DeltaThree with the benefit of any discount pricing it receives with respect to the printing of its ow"
cuad_012.pdf,3,ARTICLE IV [Services Provided by DeltaThree],"Services Provided by DeltaThree  Section 4.01 [Web Site Development and Services] . Web Site Development and Services. Within three (3) months of the date hereof, DeltaThree shall establish and administrate a PrimeCall web site (the ""PrimeCall Web Site"") in consultation with PrimeCall which will enable PrimeCall to market and sell its calling cards via the World Wide Web and provide on-line suppor"
cuad_012.pdf,4,--- PAGE BREAK ---,"revenues and expenses associated with the sale of PrimeCall's calling cards via the World Wide Web in the previous month. In the event that PrimeCall disputes any amounts set forth on the report, PrimeCall shall provide DeltaThree with written notice of such dispute, which notice shall detail the reasons for the dispute, within seven (7) days of its receipt thereof. The parties shall negotiate in "
cuad_012.pdf,5,ARTICLE V [Payments],Payments  Section 5.01. Payment Terms. Any amounts due hereunder shall be calculated and paid in U.S. dollars on a monthly basis within twenty-five (25) business days following the receipt of the reports detailed in Sections 3.06 [Reporting] and 4.02 [Reporting] hereof or any other invoices provided for herein. All payments shall be made via wire transfer in accordance with written instructions fr
cuad_012.pdf,6,ARTICLE VII [Limited Warranty],"Limited Warranty  Section 7.01 [Disclaimer of General Warranty by PrimeCall] . Disclaimer of General Warranty by PrimeCall. PRIMECALL    --- LIMITED TO, AND WILL NOT EXCEED, DELTATHREE'S DIRECT DAMAGES. ---  5 Source: DELTATHREE INC, S-1/A, 11/2/1999    --- --- PAGE BREAK --- ---  Section 7.02 [Disclaimer of General Warranty by DeltaThree] . Disclaimer of General Warranty by DeltaThree. DELTATHREE"
cuad_012.pdf,7,ARTICLE IX [Miscellaneous],"Miscellaneous  Section 9.01 [Further Assurances] . Further Assurances. Each party will, at any time and from time to time after the date hereof, upon the request of the other, do, execute, acknowledge and deliver, or shall cause to be done, executed, acknowledged and delivered, all such other instruments as may be reasonably required in connection with the performance of this Agreement and each sh"
cuad_012.pdf,8,--- PAGE BREAK ---,"delivered by registered or certified United States mail, return receipt requested and postage prepaid or (iii) when sent by telecopy (provided, that, it is simultaneously electronically confirmed), addressed as follows:  If to DeltaThree:    --- 430 Park Avenue, 5th Floor ---  New York, NY 10022  Fax No.: 212-588-3674  Attention: Chief Financial Officer  With a copy to:  7    --- 430 Park Avenue, "
cuad_012.pdf,9,--- PAGE BREAK ---,"Agreement, each party hereby irrevocably submits to the nonexclusive jurisdiction of the courts of the State of New York, sitting in New York County, and the courts of the United States for the Southern District of New York. Each party irrevocably waives, to the fullest extent permitted by law, any objection which it may now or hereafter have to the laying of the venue of any such suit, action or "
cuad_013.pdf,0,CO-BRANDING AGREEMENT,"This Agreement (the ""Agreement""), dated this 19th day of January, 2001 (the ""Effective Date""), is by and between About.com, Inc. (""About""), a Delaware corporation, located at 1440 Broadway, 19th Floor, New York, NY 10018 and ebix.com, Inc. (""ebix""), a Delaware corporation, located at 1900 E.Golf Road, Schaumberg, IL 60173    --- W I T N E S S E T H: ---  WHEREAS, About owns and operates an Interne"
cuad_013.pdf,1,1. DEFINITIONS,"""ABOUT CONTENT"" means any and all textual, graphical, audio/visual or  other materials created or provided on or behalf of About for use on the  Insurance Center (other than the ebix Content), including but not limited  to the About Wrapper and the About Look and Feel (hereinafter defined).  ""ABOUT CUSTOMER"" means any individual or entity who has registered with  ebix either (i) through the regist"
cuad_013.pdf,2,--- PAGE BREAK ---,"""About Guide Site Sub-Pages"" means, with respect to any About Guide Site,  all of the Web pages within an About Guide Site other than the About Guide  Site Home Page.  ""ABOUT USER"" means any individual or entity that accesses the About  Network or any About Guide Site.  ""ABOUT USER DATA"" means information related specifically to About Users,  including but not limited to (i) Internet addresses and"
cuad_013.pdf,3,--- PAGE BREAK ---,"""EBIX SITE"" means the Internet-based Site maintained and operated by ebix  at the URL HTTP://WWW.EBIX.COM.  ""FILLED APPLICATION FORM"" means when an About User accesses an application  form for buying insurance through a Link from the Insurance Center and  completely fills out all fields of the form and clicks the ""Submit""  button. The sample format of the application form is enclosed in Exhibit  J"
cuad_013.pdf,4,"2.1 The term of this Agreement (the ""Term"") shall commence on the date hereof","(the ""Effective Date"") and shall expire upon delivery of [**] to ebix,  but in no way shall this Agreement extend any later than thirty (30)  months from the Effective Date regardless of the number Filled  Application Forms delivered to ebix. About will make commercially  reasonable efforts to achieve that number in twelve (12) months or less  from the Effective Date.    --- 3.1 Pursuant to the te"
cuad_013.pdf,5,3.2 The Insurance Center shall be hosted solely by ebix and contained in an,"About Wrapper and ebix shall, during the Term, provide site maintenance services relative to the Insurance Center substantially as provided for the ebix Site from time to time, subject to the uptime requirements as set forth in Section    --- 13.4 [TERMINATION AND SURVIVAL] . ---  ** Confidential treatment has been requested for portions of this document.  The redacted material has been filed with"
cuad_013.pdf,6,"4.4 Pursuant to section 2.1, About shall use commercially reasonable efforts","to generate at least [**] during the Term and may use any and all  advertising units in order to reach this goal.    --- 4.5 Additionally, About shall use commercially reasonable efforts to deliver ---  [**] Filled Application Forms per Quarter. If, however, at the end of a  Quarter, About has not generated the applicable Quarterly Filled  Application goals as set forth on EXHIBIT I, About shall d"
cuad_013.pdf,7,5.3 If any of the payments are not received on or before the appropriate dates,"as described above, About shall have the right to charge ebix interest on  the overdue amount at the rate of 6% per year,, calculated from 30 days  after the end of the month for which payment is made until the date of  ebix's payment of such amount, which interest shall be in addition to such  fees due and owing About. In addition, About shall be entitled to its  reasonable costs and expenses (in"
cuad_013.pdf,8,"6.1 Subject to the terms and conditions of this Agreement, ebix hereby grants","to About a limited, non-transferable, fully-paid, worldwide, non-exclusive  right and license to use, reproduce, adapt (but only to pursuant to its  rights under this Agreement), incorporate, integrate and distribute the  ebix Marks and ebix Content, during the Term, solely as necessary to  perform its obligations under this Agreement.  .    --- 6.2 Each party retains all right, title and interest"
cuad_013.pdf,9,--- PAGE BREAK ---,"approval of such sample. All goodwill associated with the use of  Licensor's Marks shall inure to the benefit of such Licensor.    --- 7.1 About may, at any time, revise the design, Look and Feel, and layout ---  of the About Network. If, in About's reasonable opinion, any such  revision would result in the need for ebix to modify its Links to  and/or from the About Network or any of the Channels "
cuad_013.pdf,10,"9.2 About shall own and retain all right, title and interest in and to any","About User data generated within the About Network (other than the  Insurance Center), and nothing in this Agreement shall confer in eBix any  right, title or interest in or to the About User Data (other than the  Insurance Center and except to the extent that it is duplicative of About  Customer Data).    --- 9.2 Other than set forth herein, all intellectual and proprietary information, ---  supp"
cuad_013.pdf,11,"10.2 About represents, warrants and covenants that (i) the execution, delivery","and performance by About of this Agreement and the consummation by it of  the transactions contemplated hereby will not conflict with or violate any  provision of law, rule or regulation to which About is subject, or any  agreement or other instrument applicable to About or binding upon About,  its assets or properties; (ii) About is the sole and exclusive owner of  the About Marks and About has t"
cuad_013.pdf,12,11. INDEMNIFICATION,"11.1 eBix will defend, indemnify and hold About, its officers, directors,  agents, employees and consultants (collectively the ""About Indemnified  Parties"") harmless from and against any third party claims against About  for all liabilities, claims, actions, damages, losses, settlements, and  costs, and expenses (including, without limitation reasonable attorneys'  fees) relating to or arising out"
cuad_013.pdf,13,12.4 Each party shall promptly inform the other party of any event or,"circumstance, and provide all information pertaining thereto, related to  or arising from this Agreement which could lead to a claim or demand  against the other party by any third party with respect to any content  supplied hereunder for use on the Insurance Center.    --- 12.1 The parties may from time to time receive from one another certain ---  information that is proprietary or confidential "
cuad_013.pdf,14,13. TERMINATION AND SURVIVAL,"13.1 eBix may terminate this Agreement, [**] upon [**] to About; provided,  however, that the termination is no earlier than [**] of the Effective  Date of this Agreement.    --- 13.2 Either party may terminate this Agreement if the other (i) fails to make ---  any payment required to be made by it hereunder for more than twenty (20)  business days after such party shall have received notice from "
cuad_013.pdf,15,13.4 The ebix Insurance Center shall be operational and fully functionally at,"least ninety nine percent (99.0%) of the time during the Term, without taking into account scheduled downtime and maintenance which shall not exceed in the aggregate, one (1) hour in any one (1) month period. In the event of any downtime and/or maintenance in excess of the aforementioned amount, such shall be deemed a material breach and ebix shall have twenty four (24) hours in which to cure such"
cuad_013.pdf,16,14. LIMITATION OF LIABILITY,** Confidential treatment has been requested for portions of this document.  The redacted material has been filed with the commission pursuant to an  application for confidential treatment.  9    --- 15.1 Each party is an independent contractor and not an employee of the other ---  party. Each party understands and agrees that (i) its employees are not entitled to any benefits provided to any empl
cuad_013.pdf,17,15.4 This Agreement will be governed by the laws of the state where a suit is,"properly filed under the terms of this paragraph, being either Illinois or New York, and without giving effect to conflict of law principles. Litigation initiated by ebix shall be filed in New York, whereas litigation initiated by About shall be filed in Illinois. Both parties submit to personal jurisdiction of Illinois or New York, to effectuate the terms of this paragraph, and further Source: EB"
cuad_013.pdf,18,15.6 Neither party may assign the Agreement without the written consent of the,"other party, which consent shall not be unreasonably withheld or delayed, except that either party may assign the Agreement without obtaining the consent of the other party to an affiliate or successor by way of purchase, merger, consolidation or similar transaction, subject to the requirement that the Agreement shall be binding and enforceable against any successor or assign.    --- 15.7 Any noti"
cuad_014.pdf,0,CO-BRANDING AGREEMENT,"THIS CO-BRANDING AGREEMENT (the ""Agreement"") is made as of May 22, 2000 (the ""Effective Date""), by and between WOMEN.COM NETWORKS, INC., a Delaware corporation having a place of business at 1820 Gateway Drive Suite 150, San Mateo, CA 94404 (""Women.com""), and EDIETS.COM, INC., a Delaware corporation, having its principal place of business at 3467 West Hillsboro Boulevard, Suite 2, Deerfield Beach, "
cuad_014.pdf,1,"1.1 Women.com will name an area, in which eDiets content will be","published (such area, the ""Diet Center""). Links (presented as Diet Center logos) to the Diet Center will be located on three Women.com channels (the Fitness Channel www.women.com/fitness; the Health Channel www.women.com/health; and the Food Channel www.women.com/food) and two subchannels within such channels to be determined in accordance with Exhibit B hereto. The first page of the Diet Center ("
cuad_014.pdf,2,"1.2 Women.com shall store and maintain the Gateway Page on, and serve","the Gateway Page from, server(s) located on Women.com's premises or the premises of Women.com's third party web host. eDiets shall store and maintain the Diet Center beneath the Gateway Page, and serve the Diet Center beneath the Gateway Page from, server(s) located on eDiets' premises or the premises of eDiets' third party web host. Effective one week from the  1 Launch Date, eDiets shall include"
cuad_014.pdf,3,"1.3 Except as set forth in Section 1.2 [Women], eDiets will have sole","responsibility for providing and maintaining at its own expense the Diet Center beneath the Gateway Page. eDiets and Women.com will work together regarding the on-going design and maintenance of the Diet Center.    --- 1.4 Each party shall bear its own expenses related to its ---  responsibilities under this Section 1.    --- 2.1 Content License. eDiets hereby grants to Women.com, subject to the -"
cuad_014.pdf,4,--- PAGE BREAK ---,"including Exhibit D hereto, and any production schedules developed by the parties from time to time. eDiets agrees that it will respond in a timely manner to be agreed upon by the parties to all reasonable requests made by Women.com or its agents for updated eDiets Content and refreshing of eDiets Content for the Women.com Sites.    --- 2.3 Format. eDiets will deliver the eDiets Content in such --"
cuad_014.pdf,5,2.5 Facts. eDiets shall be solely responsible for ensuring the,"timeliness, accuracy, and correctness of all facts, data and information (""Facts"") contained within the eDiet Content. eDiets shall indemnify, defend and hold harmless Women.com, its officers, directors, employees and agents from and against all damages, awards, costs, fees (including reasonable attorneys' fees), and expenses that such parties may incur as a result of third party claims arising fr"
cuad_014.pdf,6,3.2 Women.com and eDiets agree that all media metrics (e.g. pageviews,"and impressions) with respect to the Gateway Page of the Diet Center shall be allocated to Women.com.  4. PUBLICITY. Neither party will make any public statement, press release or other announcement relating to the terms of or existence of this Agreement without the prior written consent of the other. Notwithstanding the foregoing, each party hereby grants to the other the right to issue an initia"
cuad_014.pdf,7,--- PAGE BREAK ---,"""Brought to you by...."") or fixed placement of 468x60 (top) and 125x365 (side) banners within eight (8) of the Content Features selected by eDiets; and (v) anchor sponsorship in any multi-sponsor Women.com promotion. Notwithstanding the foregoing, Women.com shall be entitled to (aa) provide mini and micro web sites and Women.com promotions and sponsorships to Jenny Craig; (bb) sell, display, or di"
cuad_014.pdf,8,"5.2 During the Term, eDiets will not buy, sell, display or distribute","advertising from (including, but not limited to, banner ads, buttons, badges, text links, hyperlinks or editorial mentions) or otherwise promote any Women.com Compettive Company on any page of the eDiets Site that is within two clicks from the Gateway Page of the Diet Center. For purposes of this Agreement, ""Women.com Competitive Company"" means any company that Women.com reasonably presents as, an"
cuad_014.pdf,9,7.1 Women.com shall make advertising reports generated by NetGravity,"available to eDiets either online or in some other mutually agreed upon format. Such reports shall contain the number of impressions and other metrics attributable to each general category of advertising specified in Exhibit B hereto, as well as such other information as eDiets may reasonably request, to the extent reasonable commercial efforts and current technology permit. eDiets agrees to accep"
cuad_014.pdf,10,8. OWNERSHIP.,"8.1 eDiets Content. Nothing in this Agreement shall effect a transfer of ownership in the eDiets Content from eDiets to Women.com, and eDiets shall retain all rights of copyright, trademark or other intellectual property rights in such eDiets Content that it possessed prior to providing such eDiets Content to Women.com, subject only to the licenses expressly granted by eDiets to Women.com by this "
cuad_014.pdf,11,"8.2 Women.com Content. All content, including but not limited to all","Source: EDIETS COM INC, 10QSB, 10/30/2000    --- --- PAGE BREAK --- ---  photos, text, data, illustrations, graphical elements, animation and tools, appearing on the Women.com Sites (with the exception of the eDiets Content) or provided to eDiets pursuant to this Agreement by Women.com, including all software, methods of operation, interfaces, specifications and documentation in respect of the for"
cuad_014.pdf,12,8.4 Privacy. eDiets agrees to treat all consumer data collected from,"Women.com users on the Women.com Site in accordance with Women.com's privacy and security policies (the ""Women.com Data""). Women.com reserves the right to change such policies in its sole discretion from time to time. In no event shall eDiets disclose or otherwise transfer to any person or entity any Women.com Data that individually or in the aggregate identifies the identity, habits or transactio"
cuad_014.pdf,13,9.3 Usage. All uses by one party of the other party's Marks shall be in,accordance with such quality control standards as the licensing party may promulgate from time to time and each party agrees to refrain from all uses of the other party's Marks to which the other party objects. All promotional literature and other materials prepared by a party in connection with its promotional obligations hereunder shall bear appropriate copyright and/or trademark notices as pres
cuad_014.pdf,14,9.4 Non-Alteration. In any identification of either party pursuant to,"this Agreement, one party shall not alter or otherwise impair the branding or other identification of the other party, nor alter or remove any copyright, Source: EDIETS COM INC, 10QSB, 10/30/2000    --- --- PAGE BREAK --- ---  trademark or other protective notices of such other  7 party. Women.com agrees that, except as may be reasonably necessary, it shall not mask, frame, overlay, impair or othe"
cuad_014.pdf,15,10.2 Termination for Breach. In the event of a material breach of this,"Agreement by either party, the non-breaching party may terminate this Agreement if such breach is not cured within thirty (30) days from receipt of written notice of such breach sent to the address of the breaching party as specified herein. Such termination shall be in addition to any and all other actions or remedies the parties may seek at law or equity with respect to a breach of this Agreemen"
cuad_014.pdf,16,"10.4 Survival. The provisions of Sections 4, 8, 10, 11, 12, 13, 14 and","15, as well as all defined terms, will survive any expiration or earlier termination of this Agreement for any reason.    --- 11.1 The parties acknowledge that, in the course of performing duties ---  under this Agreement, each party may obtain Confidential Information from the other party. For the purposes of this Section 11, the party disclosing Confidential Information shall be the ""Disclosing "
cuad_014.pdf,17,--- PAGE BREAK ---,"Confidential Information may be disclosed in writing, in other tangible form, orally or visually.    --- 11.2 Confidential Information of the Disclosing Party will not include ---  information that the Disclosing Party can demonstrate by reasonable evidence (a) is in or enters the public domain without breach of this Agreement, (b) the Receiving Party lawfully receives from a third party without r"
cuad_014.pdf,18,11.4 Each party agrees (a) that it will disclose such Confidential,"Information only to its employees, agents and contractors with a need to know such Confidential Information and who have obligations of confidentiality not to use such Confidential Information for any purpose except as expressly permitted hereunder, (b) that it will not disclose to any third party or use any Confidential Information disclosed to it by the other except as expressly permitted in thi"
